Gene_num,Gene_name,NodeType
1884,SMPD2-TRAN,Gene-TRAN
1885,SMURF1-TRAN,Gene-TRAN
1886,SMURF2-TRAN,Gene-TRAN
1887,SNAI2-TRAN,Gene-TRAN
1888,SNW1-TRAN,Gene-TRAN
1889,SOCS1-TRAN,Gene-TRAN
1890,SOCS2-TRAN,Gene-TRAN
1891,SOCS3-TRAN,Gene-TRAN
1892,SOCS4-TRAN,Gene-TRAN
1893,SOCS5-TRAN,Gene-TRAN
1894,SOCS6-TRAN,Gene-TRAN
1895,SOCS7-TRAN,Gene-TRAN
1896,SOD2-TRAN,Gene-TRAN
1897,SORBS1-TRAN,Gene-TRAN
1898,SORT1-TRAN,Gene-TRAN
1899,SOS1-TRAN,Gene-TRAN
1900,SOS2-TRAN,Gene-TRAN
1901,SOST-TRAN,Gene-TRAN
1902,SOX17-TRAN,Gene-TRAN
1903,SOX2-TRAN,Gene-TRAN
1904,SOX9-TRAN,Gene-TRAN
1905,SP1-TRAN,Gene-TRAN
1906,SPHK1-TRAN,Gene-TRAN
1907,SPHK2-TRAN,Gene-TRAN
1908,SPOP-TRAN,Gene-TRAN
1909,SPOPL-TRAN,Gene-TRAN
1910,SPP1-TRAN,Gene-TRAN
1911,SRC-TRAN,Gene-TRAN
1912,SREBF1-TRAN,Gene-TRAN
1913,SRF-TRAN,Gene-TRAN
1914,SRSF1-TRAN,Gene-TRAN
1915,SST-TRAN,Gene-TRAN
1916,SSTR1-TRAN,Gene-TRAN
1917,SSTR2-TRAN,Gene-TRAN
1918,SSTR5-TRAN,Gene-TRAN
1919,STAM-TRAN,Gene-TRAN
1920,STAM2-TRAN,Gene-TRAN
1921,STAT1-TRAN,Gene-TRAN
1922,STAT2-TRAN,Gene-TRAN
1923,STAT3-TRAN,Gene-TRAN
1924,STAT4-TRAN,Gene-TRAN
1925,STAT5A-TRAN,Gene-TRAN
1926,STAT5B-TRAN,Gene-TRAN
1927,STAT6-TRAN,Gene-TRAN
1928,STEAP3-TRAN,Gene-TRAN
1929,STIM1-TRAN,Gene-TRAN
1930,STIM2-TRAN,Gene-TRAN
1931,STING1-TRAN,Gene-TRAN
1932,STK11-TRAN,Gene-TRAN
1933,STK3-TRAN,Gene-TRAN
1934,STK4-TRAN,Gene-TRAN
1935,STMN1-TRAN,Gene-TRAN
1936,STRADA-TRAN,Gene-TRAN
1937,STRADB-TRAN,Gene-TRAN
1938,SUCNR1-TRAN,Gene-TRAN
1939,SUFU-TRAN,Gene-TRAN
1940,SUGT1-TRAN,Gene-TRAN
1941,SYK-TRAN,Gene-TRAN
1942,SYNGAP1-TRAN,Gene-TRAN
1943,TAB1-TRAN,Gene-TRAN
1944,TAB2-TRAN,Gene-TRAN
1945,TAB3-TRAN,Gene-TRAN
1946,TACR1-TRAN,Gene-TRAN
1947,TACR2-TRAN,Gene-TRAN
1948,TACR3-TRAN,Gene-TRAN
1949,TANK-TRAN,Gene-TRAN
1950,TAOK1-TRAN,Gene-TRAN
1951,TAOK2-TRAN,Gene-TRAN
1952,TAOK3-TRAN,Gene-TRAN
1953,TBC1D1-TRAN,Gene-TRAN
1954,TBC1D4-TRAN,Gene-TRAN
1955,TBC1D7-TRAN,Gene-TRAN
1956,TBK1-TRAN,Gene-TRAN
1957,TBKBP1-TRAN,Gene-TRAN
1958,TBL1X-TRAN,Gene-TRAN
1959,TBL1XR1-TRAN,Gene-TRAN
1960,TBL1Y-TRAN,Gene-TRAN
1961,TBX3-TRAN,Gene-TRAN
1962,TBXA2R-TRAN,Gene-TRAN
1963,TCF3-TRAN,Gene-TRAN
1964,TCF7-TRAN,Gene-TRAN
1965,TCF7L1-TRAN,Gene-TRAN
1966,TCF7L2-TRAN,Gene-TRAN
1967,TCL1A-TRAN,Gene-TRAN
1968,TCL1B-TRAN,Gene-TRAN
1969,TEAD1-TRAN,Gene-TRAN
1970,TEAD2-TRAN,Gene-TRAN
1971,TEAD3-TRAN,Gene-TRAN
1972,TEAD4-TRAN,Gene-TRAN
1973,TEC-TRAN,Gene-TRAN
1974,TEK-TRAN,Gene-TRAN
1975,TELO2-TRAN,Gene-TRAN
1976,TF-TRAN,Gene-TRAN
1977,TFAM-TRAN,Gene-TRAN
1978,TFDP1-TRAN,Gene-TRAN
1979,TFF1-TRAN,Gene-TRAN
1980,TFRC-TRAN,Gene-TRAN
1981,TGFA-TRAN,Gene-TRAN
1982,TGFB1-TRAN,Gene-TRAN
1983,TGFB2-TRAN,Gene-TRAN
1984,TGFB3-TRAN,Gene-TRAN
1985,TGFBR1-TRAN,Gene-TRAN
1986,TGFBR2-TRAN,Gene-TRAN
1987,TGIF1-TRAN,Gene-TRAN
1988,TGIF2-TRAN,Gene-TRAN
1989,TH-TRAN,Gene-TRAN
1990,THBD-TRAN,Gene-TRAN
1991,THBS1-TRAN,Gene-TRAN
1992,THBS2-TRAN,Gene-TRAN
1993,THBS3-TRAN,Gene-TRAN
1994,THBS4-TRAN,Gene-TRAN
1995,THEM4-TRAN,Gene-TRAN
1996,THPO-TRAN,Gene-TRAN
1997,THRA-TRAN,Gene-TRAN
1998,THRB-TRAN,Gene-TRAN
1999,TIAM1-TRAN,Gene-TRAN
2000,TICAM1-TRAN,Gene-TRAN
2001,TICAM2-TRAN,Gene-TRAN
2002,TIMP1-TRAN,Gene-TRAN
2003,TIRAP-TRAN,Gene-TRAN
2004,TKFC-TRAN,Gene-TRAN
2005,TLE1-TRAN,Gene-TRAN
2006,TLE2-TRAN,Gene-TRAN
2007,TLE3-TRAN,Gene-TRAN
2008,TLE4-TRAN,Gene-TRAN
2009,TLE6-TRAN,Gene-TRAN
2010,TLE7-TRAN,Gene-TRAN
2011,TLN1-TRAN,Gene-TRAN
2012,TLN2-TRAN,Gene-TRAN
2013,TLR1-TRAN,Gene-TRAN
2014,TLR2-TRAN,Gene-TRAN
2015,TLR3-TRAN,Gene-TRAN
2016,TLR4-TRAN,Gene-TRAN
2017,TLR5-TRAN,Gene-TRAN
2018,TLR6-TRAN,Gene-TRAN
2019,TLR7-TRAN,Gene-TRAN
2020,TLR8-TRAN,Gene-TRAN
2021,TLR9-TRAN,Gene-TRAN
2022,TNC-TRAN,Gene-TRAN
2023,TNF-TRAN,Gene-TRAN
2024,TNFAIP3-TRAN,Gene-TRAN
2025,TNFRSF10A-TRAN,Gene-TRAN
2026,TNFRSF10B-TRAN,Gene-TRAN
2027,TNFRSF11A-TRAN,Gene-TRAN
2028,TNFRSF13C-TRAN,Gene-TRAN
2029,TNFRSF1A-TRAN,Gene-TRAN
2030,TNFRSF1B-TRAN,Gene-TRAN
2031,TNFSF10-TRAN,Gene-TRAN
2032,TNFSF11-TRAN,Gene-TRAN
2033,TNFSF13B-TRAN,Gene-TRAN
2034,TNFSF14-TRAN,Gene-TRAN
2035,TNN-TRAN,Gene-TRAN
2036,TNNC1-TRAN,Gene-TRAN
2037,TNNC2-TRAN,Gene-TRAN
2038,TNNI3-TRAN,Gene-TRAN
2039,TNR-TRAN,Gene-TRAN
2040,TNXB-TRAN,Gene-TRAN
2041,TOLLIP-TRAN,Gene-TRAN
2042,TP53-TRAN,Gene-TRAN
2043,TP53AIP1-TRAN,Gene-TRAN
2044,TP53BP1-TRAN,Gene-TRAN
2045,TP53BP2-TRAN,Gene-TRAN
2046,TP53I3-TRAN,Gene-TRAN
2047,TP73-TRAN,Gene-TRAN
2048,TPCN1-TRAN,Gene-TRAN
2049,TPCN2-TRAN,Gene-TRAN
2050,TPTEP2-CSNK1E-TRAN,Gene-TRAN
2051,TRADD-TRAN,Gene-TRAN
2052,TRAF1-TRAN,Gene-TRAN
2053,TRAF2-TRAN,Gene-TRAN
2054,TRAF3-TRAN,Gene-TRAN
2055,TRAF3IP2-TRAN,Gene-TRAN
2056,TRAF4-TRAN,Gene-TRAN
2057,TRAF5-TRAN,Gene-TRAN
2058,TRAF6-TRAN,Gene-TRAN
2059,TRDN-TRAN,Gene-TRAN
2060,TRHR-TRAN,Gene-TRAN
2061,TRIM25-TRAN,Gene-TRAN
2062,TRIP10-TRAN,Gene-TRAN
2063,TRIP6-TRAN,Gene-TRAN
2064,TRPC6-TRAN,Gene-TRAN
2065,TRPM2-TRAN,Gene-TRAN
2066,TSC1-TRAN,Gene-TRAN
2067,TSC2-TRAN,Gene-TRAN
2068,TSHB-TRAN,Gene-TRAN
2069,TSHR-TRAN,Gene-TRAN
2070,TSLP-TRAN,Gene-TRAN
2071,TTI1-TRAN,Gene-TRAN
2072,TXN-TRAN,Gene-TRAN
2073,TXN2-TRAN,Gene-TRAN
2074,TXNIP-TRAN,Gene-TRAN
2075,TYK2-TRAN,Gene-TRAN
2076,UBC-TRAN,Gene-TRAN
2077,UCP1-TRAN,Gene-TRAN
2078,ULK1-TRAN,Gene-TRAN
2079,ULK2-TRAN,Gene-TRAN
2080,USP25-TRAN,Gene-TRAN
2081,USP7-TRAN,Gene-TRAN
2082,VANGL1-TRAN,Gene-TRAN
2083,VANGL2-TRAN,Gene-TRAN
2084,VASP-TRAN,Gene-TRAN
2085,VAV1-TRAN,Gene-TRAN
2086,VAV2-TRAN,Gene-TRAN
2087,VAV3-TRAN,Gene-TRAN
2088,VCAM1-TRAN,Gene-TRAN
2089,VDAC1-TRAN,Gene-TRAN
2090,VDAC2-TRAN,Gene-TRAN
2091,VDAC3-TRAN,Gene-TRAN
2092,VEGFA-TRAN,Gene-TRAN
2093,VEGFB-TRAN,Gene-TRAN
2094,VEGFC-TRAN,Gene-TRAN
2095,VEGFD-TRAN,Gene-TRAN
2096,VHL-TRAN,Gene-TRAN
2097,VIP-TRAN,Gene-TRAN
2098,VIPR2-TRAN,Gene-TRAN
2099,VTN-TRAN,Gene-TRAN
2100,VWF-TRAN,Gene-TRAN
2101,WAS-TRAN,Gene-TRAN
2102,WDR24-TRAN,Gene-TRAN
2103,WDR59-TRAN,Gene-TRAN
2104,WIF1-TRAN,Gene-TRAN
2105,WNT1-TRAN,Gene-TRAN
2106,WNT10A-TRAN,Gene-TRAN
2107,WNT10B-TRAN,Gene-TRAN
2108,WNT11-TRAN,Gene-TRAN
2109,WNT16-TRAN,Gene-TRAN
2110,WNT2-TRAN,Gene-TRAN
2111,WNT2B-TRAN,Gene-TRAN
2112,WNT3-TRAN,Gene-TRAN
2113,WNT3A-TRAN,Gene-TRAN
2114,WNT4-TRAN,Gene-TRAN
2115,WNT5A-TRAN,Gene-TRAN
2116,WNT5B-TRAN,Gene-TRAN
2117,WNT6-TRAN,Gene-TRAN
2118,WNT7A-TRAN,Gene-TRAN
2119,WNT7B-TRAN,Gene-TRAN
2120,WNT8A-TRAN,Gene-TRAN
2121,WNT8B-TRAN,Gene-TRAN
2122,WNT9A-TRAN,Gene-TRAN
2123,WNT9B-TRAN,Gene-TRAN
2124,WTIP-TRAN,Gene-TRAN
2125,WWC1-TRAN,Gene-TRAN
2126,WWTR1-TRAN,Gene-TRAN
2127,XCL1-TRAN,Gene-TRAN
2128,XCL2-TRAN,Gene-TRAN
2129,XCR1-TRAN,Gene-TRAN
2130,XIAP-TRAN,Gene-TRAN
2131,YAP1-TRAN,Gene-TRAN
2132,YWHAB-TRAN,Gene-TRAN
2133,YWHAE-TRAN,Gene-TRAN
2134,YWHAG-TRAN,Gene-TRAN
2135,YWHAH-TRAN,Gene-TRAN
2136,YWHAQ-TRAN,Gene-TRAN
2137,YWHAZ-TRAN,Gene-TRAN
2138,ZAP70-TRAN,Gene-TRAN
2139,ZFYVE16-TRAN,Gene-TRAN
2140,ZFYVE9-TRAN,Gene-TRAN
2141,ZMAT3-TRAN,Gene-TRAN
2142,ZNF274-TRAN,Gene-TRAN
2143,ZNRF3-TRAN,Gene-TRAN
2144,ABL1-METH,Gene-METH
2145,ABL2-METH,Gene-METH
2146,ACAA1-METH,Gene-METH
2147,ACACA-METH,Gene-METH
2148,ACACB-METH,Gene-METH
2149,ACADL-METH,Gene-METH
2150,ACADM-METH,Gene-METH
2151,ACOX1-METH,Gene-METH
2152,ACOX2-METH,Gene-METH
2153,ACOX3-METH,Gene-METH
2154,ACSBG1-METH,Gene-METH
2155,ACSBG2-METH,Gene-METH
2156,ACSL1-METH,Gene-METH
2157,ACSL3-METH,Gene-METH
2158,ACSL4-METH,Gene-METH
2159,ACSL5-METH,Gene-METH
2160,ACSL6-METH,Gene-METH
2161,ACTA2-METH,Gene-METH
2162,ACTB-METH,Gene-METH
2163,ACTG1-METH,Gene-METH
2164,ACVR1-METH,Gene-METH
2165,ACVR1B-METH,Gene-METH
2166,ACVR1C-METH,Gene-METH
2167,ACVR2A-METH,Gene-METH
2168,ACVR2B-METH,Gene-METH
2169,ADAM17-METH,Gene-METH
2170,ADCY1-METH,Gene-METH
2171,ADCY10-METH,Gene-METH
2172,ADCY2-METH,Gene-METH
2173,ADCY3-METH,Gene-METH
2174,ADCY4-METH,Gene-METH
2175,ADCY5-METH,Gene-METH
2176,ADCY6-METH,Gene-METH
2177,ADCY7-METH,Gene-METH
2178,ADCY8-METH,Gene-METH
2179,ADCY9-METH,Gene-METH
2180,ADCYAP1-METH,Gene-METH
2181,ADCYAP1R1-METH,Gene-METH
2182,ADGRB1-METH,Gene-METH
2183,ADIPOQ-METH,Gene-METH
2184,ADIPOR1-METH,Gene-METH
2185,ADIPOR2-METH,Gene-METH
2186,ADORA1-METH,Gene-METH
2187,ADORA2A-METH,Gene-METH
2188,ADORA2B-METH,Gene-METH
2189,ADORA3-METH,Gene-METH
2190,ADRA1A-METH,Gene-METH
2191,ADRA1B-METH,Gene-METH
2192,ADRA1D-METH,Gene-METH
2193,ADRA2A-METH,Gene-METH
2194,ADRA2B-METH,Gene-METH
2195,ADRA2C-METH,Gene-METH
2196,ADRB1-METH,Gene-METH
2197,ADRB2-METH,Gene-METH
2198,ADRB3-METH,Gene-METH
2199,AFDN-METH,Gene-METH
2200,AFP-METH,Gene-METH
2201,AGAP2-METH,Gene-METH
2202,AGER-METH,Gene-METH
2203,AGRP-METH,Gene-METH
2204,AGT-METH,Gene-METH
2205,AGTR1-METH,Gene-METH
2206,AIFM2-METH,Gene-METH
2207,AIM2-METH,Gene-METH
2208,AJUBA-METH,Gene-METH
2209,AKT1-METH,Gene-METH
2210,AKT1S1-METH,Gene-METH
2211,AKT2-METH,Gene-METH
2212,AKT3-METH,Gene-METH
2213,ALDOA-METH,Gene-METH
2214,ALDOB-METH,Gene-METH
2215,ALDOC-METH,Gene-METH
2216,AMH-METH,Gene-METH
2217,AMHR2-METH,Gene-METH
2218,AMOT-METH,Gene-METH
2219,ANAPC5-METH,Gene-METH
2220,ANGPT1-METH,Gene-METH
2221,ANGPT2-METH,Gene-METH
2222,ANGPT4-METH,Gene-METH
2223,ANGPTL4-METH,Gene-METH
2224,AOX1-METH,Gene-METH
2225,APAF1-METH,Gene-METH
2226,APBB1IP-METH,Gene-METH
2227,APC-METH,Gene-METH
2228,APC2-METH,Gene-METH
2229,APH1A-METH,Gene-METH
2230,APH1B-METH,Gene-METH
2231,APLN-METH,Gene-METH
2232,APLNR-METH,Gene-METH
2233,APOA1-METH,Gene-METH
2234,APOA2-METH,Gene-METH
2235,APOA5-METH,Gene-METH
2236,APOC3-METH,Gene-METH
2237,AQP7-METH,Gene-METH
2238,ARAF-METH,Gene-METH
2239,ARAP3-METH,Gene-METH
2240,AREG-METH,Gene-METH
2241,ARF1-METH,Gene-METH
2242,ARF6-METH,Gene-METH
2243,ARHGDIA-METH,Gene-METH
2244,ARHGDIB-METH,Gene-METH
2245,ARHGDIG-METH,Gene-METH
2246,ARHGEF12-METH,Gene-METH
2247,ARNT-METH,Gene-METH
2248,ARRB1-METH,Gene-METH
2249,ARRB2-METH,Gene-METH
2250,ASPH-METH,Gene-METH
2251,ATF2-METH,Gene-METH
2252,ATF4-METH,Gene-METH
2253,ATF6B-METH,Gene-METH
2254,ATG12-METH,Gene-METH
2255,ATG16L1-METH,Gene-METH
2256,ATG5-METH,Gene-METH
2257,ATM-METH,Gene-METH
2258,ATP1A1-METH,Gene-METH
2259,ATP1A2-METH,Gene-METH
2260,ATP1A3-METH,Gene-METH
2261,ATP1A4-METH,Gene-METH
2262,ATP1B1-METH,Gene-METH
2263,ATP1B2-METH,Gene-METH
2264,ATP1B3-METH,Gene-METH
2265,ATP1B4-METH,Gene-METH
2266,ATP2A1-METH,Gene-METH
2267,ATP2A2-METH,Gene-METH
2268,ATP2A3-METH,Gene-METH
2269,ATP2B1-METH,Gene-METH
2270,ATP2B2-METH,Gene-METH
2271,ATP2B3-METH,Gene-METH
2272,ATP2B4-METH,Gene-METH
2273,ATP6V1A-METH,Gene-METH
2274,ATP6V1B1-METH,Gene-METH
2275,ATP6V1B2-METH,Gene-METH
2276,ATP6V1C1-METH,Gene-METH
2277,ATP6V1C2-METH,Gene-METH
2278,ATP6V1D-METH,Gene-METH
2279,ATP6V1E1-METH,Gene-METH
2280,ATP6V1E2-METH,Gene-METH
2281,ATP6V1F-METH,Gene-METH
2282,ATP6V1G1-METH,Gene-METH
2283,ATP6V1G2-METH,Gene-METH
2284,ATP6V1G3-METH,Gene-METH
2285,ATP6V1H-METH,Gene-METH
2286,ATR-METH,Gene-METH
2287,ATXN1-METH,Gene-METH
2288,ATXN1L-METH,Gene-METH
2289,AVP-METH,Gene-METH
2290,AVPR1A-METH,Gene-METH
2291,AVPR1B-METH,Gene-METH
2292,AVPR2-METH,Gene-METH
2293,AXIN1-METH,Gene-METH
2294,AXIN2-METH,Gene-METH
2295,AZI2-METH,Gene-METH
2296,BAD-METH,Gene-METH
2297,BAG4-METH,Gene-METH
2298,BAMBI-METH,Gene-METH
2299,BAX-METH,Gene-METH
2300,BBC3-METH,Gene-METH
2301,BCAR1-METH,Gene-METH
2302,BCL10-METH,Gene-METH
2303,BCL2-METH,Gene-METH
2304,BCL2A1-METH,Gene-METH
2305,BCL2L1-METH,Gene-METH
2306,BCL2L11-METH,Gene-METH
2307,BCL3-METH,Gene-METH
2308,BCL6-METH,Gene-METH
2309,BDKRB1-METH,Gene-METH
2310,BDKRB2-METH,Gene-METH
2311,BDNF-METH,Gene-METH
2312,BECN1-METH,Gene-METH
2313,BECN2-METH,Gene-METH
2314,BEX3-METH,Gene-METH
2315,BID-METH,Gene-METH
2316,BIRC2-METH,Gene-METH
2317,BIRC3-METH,Gene-METH
2318,BIRC5-METH,Gene-METH
2319,BLNK-METH,Gene-METH
2320,BMP2-METH,Gene-METH
2321,BMP4-METH,Gene-METH
2322,BMP5-METH,Gene-METH
2323,BMP6-METH,Gene-METH
2324,BMP7-METH,Gene-METH
2325,BMP8A-METH,Gene-METH
2326,BMP8B-METH,Gene-METH
2327,BMPR1A-METH,Gene-METH
2328,BMPR1B-METH,Gene-METH
2329,BMPR2-METH,Gene-METH
2330,BNIP3-METH,Gene-METH
2331,BOC-METH,Gene-METH
2332,BORCS8-MEF2B-METH,Gene-METH
2333,BRAF-METH,Gene-METH
2334,BRAP-METH,Gene-METH
2335,BRCA1-METH,Gene-METH
2336,BRCC3-METH,Gene-METH
2337,BTC-METH,Gene-METH
2338,BTK-METH,Gene-METH
2339,BTRC-METH,Gene-METH
2340,BUB1B-PAK6-METH,Gene-METH
2341,CAB39-METH,Gene-METH
2342,CAB39L-METH,Gene-METH
2343,CACNA1A-METH,Gene-METH
2344,CACNA1B-METH,Gene-METH
2345,CACNA1C-METH,Gene-METH
2346,CACNA1D-METH,Gene-METH
2347,CACNA1E-METH,Gene-METH
2348,CACNA1F-METH,Gene-METH
2349,CACNA1G-METH,Gene-METH
2350,CACNA1H-METH,Gene-METH
2351,CACNA1I-METH,Gene-METH
2352,CACNA1S-METH,Gene-METH
2353,CACNA2D1-METH,Gene-METH
2354,CACNA2D2-METH,Gene-METH
2355,CACNA2D3-METH,Gene-METH
2356,CACNA2D4-METH,Gene-METH
2357,CACNB1-METH,Gene-METH
2358,CACNB2-METH,Gene-METH
2359,CACNB3-METH,Gene-METH
2360,CACNB4-METH,Gene-METH
2361,CACNG1-METH,Gene-METH
2362,CACNG2-METH,Gene-METH
2363,CACNG3-METH,Gene-METH
2364,CACNG4-METH,Gene-METH
2365,CACNG5-METH,Gene-METH
2366,CACNG6-METH,Gene-METH
2367,CACNG7-METH,Gene-METH
2368,CACNG8-METH,Gene-METH
2369,CACYBP-METH,Gene-METH
2370,CALM1-METH,Gene-METH
2371,CALM2-METH,Gene-METH
2372,CALM3-METH,Gene-METH
2373,CALML3-METH,Gene-METH
2374,CALML4-METH,Gene-METH
2375,CALML5-METH,Gene-METH
2376,CALML6-METH,Gene-METH
2377,CAMK1-METH,Gene-METH
2378,CAMK1D-METH,Gene-METH
2379,CAMK1G-METH,Gene-METH
2380,CAMK2A-METH,Gene-METH
2381,CAMK2B-METH,Gene-METH
2382,CAMK2D-METH,Gene-METH
2383,CAMK2G-METH,Gene-METH
2384,CAMK4-METH,Gene-METH
2385,CAMKK2-METH,Gene-METH
2386,CAMP-METH,Gene-METH
2387,CARD10-METH,Gene-METH
2388,CARD11-METH,Gene-METH
2389,CARD14-METH,Gene-METH
2390,CARD16-METH,Gene-METH
2391,CARD18-METH,Gene-METH
2392,CARD6-METH,Gene-METH
2393,CARD8-METH,Gene-METH
2394,CARD9-METH,Gene-METH
2395,CASP1-METH,Gene-METH
2396,CASP10-METH,Gene-METH
2397,CASP12-METH,Gene-METH
2398,CASP3-METH,Gene-METH
2399,CASP4-METH,Gene-METH
2400,CASP5-METH,Gene-METH
2401,CASP7-METH,Gene-METH
2402,CASP8-METH,Gene-METH
2403,CASP9-METH,Gene-METH
2404,CASQ1-METH,Gene-METH
2405,CASQ2-METH,Gene-METH
2406,CASR-METH,Gene-METH
2407,CASTOR1-METH,Gene-METH
2408,CAT-METH,Gene-METH
2409,CBL-METH,Gene-METH
2410,CBLB-METH,Gene-METH
2411,CCKAR-METH,Gene-METH
2412,CCKBR-METH,Gene-METH
2413,CCL1-METH,Gene-METH
2414,CCL11-METH,Gene-METH
2415,CCL13-METH,Gene-METH
2416,CCL14-METH,Gene-METH
2417,CCL15-METH,Gene-METH
2418,CCL16-METH,Gene-METH
2419,CCL17-METH,Gene-METH
2420,CCL18-METH,Gene-METH
2421,CCL19-METH,Gene-METH
2422,CCL2-METH,Gene-METH
2423,CCL20-METH,Gene-METH
2424,CCL21-METH,Gene-METH
2425,CCL22-METH,Gene-METH
2426,CCL23-METH,Gene-METH
2427,CCL24-METH,Gene-METH
2428,CCL25-METH,Gene-METH
2429,CCL26-METH,Gene-METH
2430,CCL27-METH,Gene-METH
2431,CCL28-METH,Gene-METH
2432,CCL3-METH,Gene-METH
2433,CCL4-METH,Gene-METH
2434,CCL5-METH,Gene-METH
2435,CCL7-METH,Gene-METH
2436,CCL8-METH,Gene-METH
2437,CCN2-METH,Gene-METH
2438,CCNA1-METH,Gene-METH
2439,CCNA2-METH,Gene-METH
2440,CCNB1-METH,Gene-METH
2441,CCNB2-METH,Gene-METH
2442,CCNB3-METH,Gene-METH
2443,CCND1-METH,Gene-METH
2444,CCND2-METH,Gene-METH
2445,CCND3-METH,Gene-METH
2446,CCNE1-METH,Gene-METH
2447,CCNE2-METH,Gene-METH
2448,CCNG1-METH,Gene-METH
2449,CCNG2-METH,Gene-METH
2450,CCR1-METH,Gene-METH
2451,CCR10-METH,Gene-METH
2452,CCR2-METH,Gene-METH
2453,CCR3-METH,Gene-METH
2454,CCR4-METH,Gene-METH
2455,CCR5-METH,Gene-METH
2456,CCR6-METH,Gene-METH
2457,CCR7-METH,Gene-METH
2458,CCR8-METH,Gene-METH
2459,CCR9-METH,Gene-METH
2460,CD14-METH,Gene-METH
2461,CD19-METH,Gene-METH
2462,CD209-METH,Gene-METH
2463,CD22-METH,Gene-METH
2464,CD247-METH,Gene-METH
2465,CD28-METH,Gene-METH
2466,CD36-METH,Gene-METH
2467,CD38-METH,Gene-METH
2468,CD3E-METH,Gene-METH
2469,CD4-METH,Gene-METH
2470,CD40-METH,Gene-METH
2471,CD40LG-METH,Gene-METH
2472,CD72-METH,Gene-METH
2473,CD79A-METH,Gene-METH
2474,CD79B-METH,Gene-METH
2475,CD80-METH,Gene-METH
2476,CD82-METH,Gene-METH
2477,CD86-METH,Gene-METH
2478,CD8A-METH,Gene-METH
2479,CD8B-METH,Gene-METH
2480,CD8B2-METH,Gene-METH
2481,CDC25B-METH,Gene-METH
2482,CDC37-METH,Gene-METH
2483,CDC42-METH,Gene-METH
2484,CDH1-METH,Gene-METH
2485,CDK1-METH,Gene-METH
2486,CDK2-METH,Gene-METH
2487,CDK4-METH,Gene-METH
2488,CDK6-METH,Gene-METH
2489,CDKN1A-METH,Gene-METH
2490,CDKN1B-METH,Gene-METH
2491,CDKN2A-METH,Gene-METH
2492,CDKN2B-METH,Gene-METH
2493,CDKN2D-METH,Gene-METH
2494,CDON-METH,Gene-METH
2495,CEBPB-METH,Gene-METH
2496,CER1-METH,Gene-METH
2497,CFLAR-METH,Gene-METH
2498,CFTR-METH,Gene-METH
2499,CGA-METH,Gene-METH
2500,CHAD-METH,Gene-METH
2501,CHD8-METH,Gene-METH
2502,CHEK1-METH,Gene-METH
2503,CHEK2-METH,Gene-METH
2504,CHRD-METH,Gene-METH
2505,CHRM1-METH,Gene-METH
2506,CHRM2-METH,Gene-METH
2507,CHRM3-METH,Gene-METH
2508,CHRM5-METH,Gene-METH
2509,CHRNA7-METH,Gene-METH
2510,CHUK-METH,Gene-METH
2511,CIR1-METH,Gene-METH
2512,CISH-METH,Gene-METH
2513,CLEC1B-METH,Gene-METH
2514,CLEC4D-METH,Gene-METH
2515,CLEC4E-METH,Gene-METH
2516,CLEC4M-METH,Gene-METH
2517,CLEC6A-METH,Gene-METH
2518,CLEC7A-METH,Gene-METH
2519,CLIP1-METH,Gene-METH
2520,CNGA1-METH,Gene-METH
2521,CNGA2-METH,Gene-METH
2522,CNGA3-METH,Gene-METH
2523,CNGA4-METH,Gene-METH
2524,CNGB1-METH,Gene-METH
2525,CNGB3-METH,Gene-METH
2526,CNR1-METH,Gene-METH
2527,CNTF-METH,Gene-METH
2528,CNTFR-METH,Gene-METH
2529,COL1A1-METH,Gene-METH
2530,COL1A2-METH,Gene-METH
2531,COL2A1-METH,Gene-METH
2532,COL3A1-METH,Gene-METH
2533,COL4A1-METH,Gene-METH
2534,COL4A2-METH,Gene-METH
2535,COL4A3-METH,Gene-METH
2536,COL4A4-METH,Gene-METH
2537,COL4A5-METH,Gene-METH
2538,COL4A6-METH,Gene-METH
2539,COL6A1-METH,Gene-METH
2540,COL6A2-METH,Gene-METH
2541,COL6A3-METH,Gene-METH
2542,COL6A5-METH,Gene-METH
2543,COL6A6-METH,Gene-METH
2544,COL9A1-METH,Gene-METH
2545,COL9A2-METH,Gene-METH
2546,COL9A3-METH,Gene-METH
2547,COMP-METH,Gene-METH
2548,COP1-METH,Gene-METH
2549,CPT1A-METH,Gene-METH
2550,CPT1B-METH,Gene-METH
2551,CPT1C-METH,Gene-METH
2552,CPT2-METH,Gene-METH
2553,CREB1-METH,Gene-METH
2554,CREB3-METH,Gene-METH
2555,CREB3L1-METH,Gene-METH
2556,CREB3L2-METH,Gene-METH
2557,CREB3L3-METH,Gene-METH
2558,CREB3L4-METH,Gene-METH
2559,CREB5-METH,Gene-METH
2560,CREBBP-METH,Gene-METH
2561,CRK-METH,Gene-METH
2562,CRKL-METH,Gene-METH
2563,CRLF2-METH,Gene-METH
2564,CRTC2-METH,Gene-METH
2565,CSF1-METH,Gene-METH
2566,CSF1R-METH,Gene-METH
2567,CSF2-METH,Gene-METH
2568,CSF2RA-METH,Gene-METH
2569,CSF2RB-METH,Gene-METH
2570,CSF3-METH,Gene-METH
2571,CSF3R-METH,Gene-METH
2572,CSH1-METH,Gene-METH
2573,CSH2-METH,Gene-METH
